Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
946,DCOM,Financial Services,Banks—Regional,NYSE,106.46,75,78,79,73
947,TRVI,Healthcare,Biotechnology,NASDAQ,106.43,75,93,95,88
948,RY,Financial Services,Banks—Diversified,NYSE,106.41,75,76,80,69
949,IFS,Financial Services,Banks—Regional,NYSE,106.4,75,75,80,82
950,VATE,Communication Services,Telecom Services,NYSE,106.38,75,53,99,60
951,ATLC,Financial Services,Credit Services,NASDAQ,106.33,75,88,94,27
952,WK,Technology,Software—Application,NYSE,106.33,75,73,9,15
953,JAN,Industrials,Waste Management,NYSE,106.32,75,77,67,45
954,COKE,Consumer Defensive,Beverages—Non-Alcoholic,NASDAQ,106.32,75,69,77,88
955,WELL,Real Estate,REIT—Healthcare Facilities,NYSE,106.31,75,71,73,72
956,RBB,Financial Services,Banks—Regional,NASDAQ,106.3,75,75,82,71
957,PEBO,Financial Services,Banks—Regional,NASDAQ,106.3,75,78,73,66
958,TAK,Healthcare,Drug Manufacturers—Specialty & Generic,NYSE,106.28,75,62,31,77
959,KO,Consumer Defensive,Beverages—Non-Alcoholic,NYSE,106.24,75,73,61,65
960,GASS,Industrials,Marine Shipping,NASDAQ,106.19,75,64,46,87
961,IPAR,Consumer Defensive,Household & Personal Products,NASDAQ,106.15,75,75,54,33
962,KODK,Industrials,Specialty Business Services,NYSE,106.13,75,76,71,82
963,RIG,Energy,Oil & Gas Drilling,NYSE,106.08,75,71,71,96
964,COLD,Real Estate,REIT—Industrial,NYSE,106.05,75,67,79,20
965,UTMD,Healthcare,Medical Instruments & Supplies,NASDAQ,106.02,75,65,71,62
966,HNI,Industrials,Business Equipment & Supplies,NYSE,105.98,75,82,33,16
967,CAT,Industrials,Farm & Heavy Construction Machinery,NYSE,105.98,75,75,94,92
968,THG,Financial Services,Insurance—Property & Casualty,NYSE,105.95,75,76,69,42
969,OFG,Financial Services,Banks—Regional,NYSE,105.93,75,73,62,41
970,GENC,Industrials,Farm & Heavy Construction Machinery,NYSE MKT,105.9,75,83,45,67
971,ILPT,Real Estate,REIT—Industrial,NASDAQ,105.87,75,82,92,76
972,III,Technology,Information Technology Services,NASDAQ,105.81,75,52,24,17
973,ZYME,Healthcare,Biotechnology,NASDAQ,105.79,75,82,72,90
974,LSCC,Technology,Semiconductors,NASDAQ,105.73,75,75,94,89
975,CQP,Energy,Oil & Gas Midstream,NYSE,105.73,75,72,44,74
976,FDBC,Financial Services,Banks—Regional,NASDAQ,105.7,75,71,66,45
977,HOPE,Financial Services,Banks—Regional,NASDAQ,105.65,75,75,73,56
978,NEPH,Healthcare,Medical Instruments & Supplies,NASDAQ,105.6,75,55,30,26
979,JBHT,Industrials,Integrated Freight & Logistics,NASDAQ,105.59,74,80,91,83
980,RS,Basic Materials,Steel,NYSE,105.59,74,70,76,54
981,AVNT,Basic Materials,Specialty Chemicals,NYSE,105.57,74,80,57,66
982,OXY,Energy,Oil & Gas E&P,NYSE,105.56,74,72,34,90
983,NFJ,Financial Services,Asset Management,NYSE,105.55,74,69,71,55
984,OBT,Financial Services,Banks—Regional,NASDAQ,105.53,74,78,77,78
985,BP,Energy,Oil & Gas Integrated,NYSE,105.52,74,64,36,88
986,NRXP,Healthcare,Biotechnology,NASDAQ,105.41,74,79,85,19
987,NRC,Healthcare,Diagnostics & Research,NASDAQ,105.36,74,86,75,67
988,FLYW,Technology,Information Technology Services,NASDAQ,105.31,74,88,84,36
989,PCTY,Technology,Software—Application,NASDAQ,105.29,74,73,13,9
990,HRB,Consumer Cyclical,Personal Services,NYSE,105.24,74,86,27,10
991,KLAC,Technology,Semiconductor Equipment & Materials,NASDAQ,105.24,74,84,96,90
992,ZIP,Industrials,Staffing & Employment Services,NYSE,105.24,74,84,85,2
993,RHP,Real Estate,REIT—Hotel & Motel,NYSE,105.23,74,81,85,46
994,MBWM,Financial Services,Banks—Regional,NASDAQ,105.22,74,73,66,65
995,W,Consumer Cyclical,Internet Retail,NYSE,105.21,74,83,76,77
996,IAE,Financial Services,Asset Management,NYSE,105.17,74,66,76,65
997,ETSY,Consumer Cyclical,Internet Retail,NYSE,105.15,74,89,87,32
998,FCFS,Financial Services,Credit Services,NASDAQ,105.15,74,82,75,82
999,SPNT,Financial Services,Insurance—Reinsurance,NYSE,105.12,74,61,59,63
1000,TFSL,Financial Services,Banks—Regional,NASDAQ,105.1,74,76,80,67
1001,RMT,Financial Services,Asset Management,NYSE,105.1,74,77,83,76
1002,EPSN,Energy,Oil & Gas E&P,NASDAQ,105.1,74,47,25,68
1003,CVLG,Industrials,Trucking,NYSE,105.08,74,78,94,76
1004,BWA,Consumer Cyclical,Auto Parts,NYSE,105.06,74,72,88,87
1005,YJ,Consumer Cyclical,Internet Retail,NASDAQ,105.06,74,96,15,43
1006,NML,Financial Services,Asset Management,NYSE MKT,105.03,74,64,49,80
1007,NWBI,Financial Services,Banks—Regional,NASDAQ,105.02,74,74,71,58
1008,UNFI,Consumer Defensive,Food Distribution,NYSE,105.0,74,78,87,90
1009,BCX,Financial Services,Asset Management,NYSE,104.94,74,72,40,79
1010,AIZ,Financial Services,Insuranceâ€”Specialty,NYSE,104.89,74,74,69,44
1011,ACCO,Industrials,Business Equipment & Supplies,NYSE,104.87,74,62,76,20
1012,PRAA,Financial Services,Credit Services,NASDAQ,104.83,74,87,57,50
1013,PDLB,Financial Services,Banks—Regional,NASDAQ,104.81,74,74,72,68
1014,INBK,Financial Services,Banks—Regional,NASDAQ,104.8,74,81,70,28
1015,LARK,Financial Services,Banks—Regional,NASDAQ,104.74,74,69,76,39
1016,KOF,Consumer Defensive,Beverages—Non-Alcoholic,NYSE,104.68,74,66,60,59
1017,BME,Financial Services,Asset Management,NYSE,104.68,74,70,61,52
1018,EVT,Financial Services,Asset Management,NYSE,104.65,74,68,61,56
1019,LYG,Financial Services,Banks—Regional,NYSE,104.6,73,72,70,66
1020,HMC,Consumer Cyclical,Auto Manufacturers,NYSE,104.59,73,58,28,22
1021,ASPN,Industrials,Building Products & Equipment,NYSE,104.56,73,53,83,18
1022,TARS,Healthcare,Biotechnology,NASDAQ,104.55,73,55,44,75
1023,SLGL,Healthcare,Biotechnology,NASDAQ,104.54,73,94,98,99
1024,BSAC,Financial Services,Banks—Regional,NYSE,104.52,73,74,61,80
1025,CFR,Financial Services,Banks—Regional,NYSE,104.5,73,76,66,62
1026,BLMN,Consumer Cyclical,Restaurants,NASDAQ,104.49,73,94,84,17
1027,DVA,Healthcare,Medical Care Facilities,NYSE,104.47,73,62,89,73
1028,ETN,Industrials,Specialty Industrial Machinery,NYSE,104.44,73,56,58,65
1029,GCMG,Financial Services,Asset Management,NASDAQ,104.43,73,73,61,23
1030,UVSP,Financial Services,Banks—Regional,NASDAQ,104.42,73,72,82,67
1031,EMO,Financial Services,Asset Management,NYSE,104.41,73,64,47,75
1032,AUDC,Technology,Communication Equipment,NASDAQ,104.4,73,63,44,36
1033,LIVN,Healthcare,Medical Devices,NASDAQ,104.39,73,71,87,80
1034,ACT,Financial Services,Insuranceâ€”Specialty,NASDAQ,104.38,73,75,60,61
1035,UNM,Financial Services,Insurance—Life,NYSE,104.38,73,66,64,34
1036,VFF,Consumer Defensive,Farm Products,NASDAQ,104.36,73,21,17,96
1037,CSX,Industrials,Railroads,NASDAQ,104.33,73,80,77,77
1038,FMBH,Financial Services,Banks—Regional,NASDAQ,104.29,73,75,69,64
1039,BHVN,Healthcare,Biotechnology,NYSE,104.28,73,74,87,7
1040,NOW,Technology,Software—Application,NYSE,104.28,73,47,9,8
1041,CEVA,Technology,Semiconductors,NASDAQ,104.23,73,41,95,20
1042,GSBC,Financial Services,Banks—Regional,NASDAQ,104.23,73,74,75,58
1043,BY,Financial Services,Banks—Regional,NYSE,104.22,73,77,75,69
1044,CODA,Industrials,Aerospace & Defense,NASDAQ,104.21,73,28,33,87
1045,MLSS,Healthcare,Medical Instruments & Supplies,NYSE MKT,104.2,73,83,22,13
1046,GFF,Industrials,Tools & Accessories,NYSE,104.2,73,78,78,42
1047,LXFR,Industrials,Specialty Industrial Machinery,NYSE,104.2,73,71,86,37
1048,CCNE,Financial Services,Banks—Regional,NASDAQ,104.19,73,73,77,75
1049,ADX,Financial Services,Asset Management,NYSE,104.17,73,61,64,56
1050,TSBK,Financial Services,Banks—Regional,NASDAQ,104.16,73,77,73,76
1051,WSBF,Financial Services,Banks—Regional,NASDAQ,104.15,73,79,73,77
1052,ABM,Industrials,Specialty Business Services,NYSE,104.14,73,55,52,25
1053,THW,Financial Services,Asset Management,NYSE,104.14,73,68,66,54
1054,DOC,Real Estate,REIT—Healthcare Facilities,NYSE,104.14,73,72,77,38
1055,GO,Consumer Defensive,Grocery Stores,NASDAQ,104.11,73,71,39,6
1056,STVN,Healthcare,Medical Instruments & Supplies,NYSE,104.1,73,69,31,8
1057,ITIC,Financial Services,Insurance—Specialty,NASDAQ,104.09,73,75,67,31
1058,PBHC,Financial Services,Banks—Regional,NASDAQ,104.06,72,67,63,27
1059,PMVP,Healthcare,Biotechnology,NASDAQ,104.06,72,43,26,55
1060,IGA,Financial Services,Asset Management,NYSE,104.05,72,59,44,50
1061,UBS,Financial Services,Banks—Diversified,NYSE,104.04,72,79,77,50
1062,BATRA,Communication Services,Entertainment,NASDAQ,104.04,72,66,68,57
1063,IMRN,Healthcare,Biotechnology,NASDAQ,104.03,72,37,37,10
1064,GOOGL,Communication Services,Internet Content & Information,NASDAQ,104.0,72,64,81,82
1065,CNSP,Healthcare,Biotechnology,NASDAQ,103.96,72,72,26,1
1066,TRNS,Industrials,Industrial Distribution,NASDAQ,103.96,72,69,76,60
1067,SIRI,Communication Services,Broadcasting,NASDAQ,103.95,72,71,76,61
1068,PCB,Financial Services,Banks—Regional,NASDAQ,103.94,72,72,77,65
1069,DSP,Technology,Software—Application,NASDAQ,103.93,72,70,47,42
1070,OKE,Energy,Oil & Gas Midstream,NYSE,103.9,72,67,53,73
1071,IEX,Industrials,Specialty Industrial Machinery,NYSE,103.9,72,75,74,61
1072,SNDR,Industrials,Trucking,NYSE,103.86,72,78,87,63
1073,SHC,Healthcare,Diagnostics & Research,NASDAQ,103.86,72,67,71,45
1074,BPOP,Financial Services,Banks—Regional,NASDAQ,103.86,72,78,80,73
1075,PSMT,Consumer Defensive,Discount Stores,NASDAQ,103.85,72,77,89,85
1076,HSTM,Healthcare,Health Information Services,NASDAQ,103.83,72,66,52,18
1077,VABK,Financial Services,Banks—Regional,NASDAQ,103.83,72,64,64,47
1078,SJM,Consumer Defensive,Packaged Foods,NYSE,103.82,72,71,64,35
1079,AKAM,Technology,Softwareâ€”Infrastructure,NASDAQ,103.81,72,35,69,86
1080,BATRK,Communication Services,Entertainment,NASDAQ,103.77,72,65,69,53
1081,RLGT,Industrials,Integrated Freight & Logistics,NYSE MKT,103.74,72,67,85,69
1082,QQQX,Financial Services,Asset Management,NASDAQ,103.74,72,57,55,54
1083,POWL,Industrials,Electrical Equipment & Parts,NASDAQ,103.73,72,79,97,97
1084,SLP,Healthcare,Health Information Services,NASDAQ,103.69,72,78,74,9
1085,CHE,Healthcare,Medical Care Facilities,NYSE,103.69,72,72,48,19
1086,FCF,Financial Services,Banks—Regional,NYSE,103.68,72,70,68,60
1087,STBA,Financial Services,Banks—Regional,NASDAQ,103.67,72,72,71,65
1088,DAN,Consumer Cyclical,Auto Parts,NYSE,103.67,72,60,65,95
1089,FRAF,Financial Services,Banks—Regional,NASDAQ,103.64,72,72,82,77
1090,DNOW,Energy,Oil & Gas Equipment & Services,NYSE,103.58,72,66,32,21
1091,CRESY,Industrials,Conglomerates,NASDAQ,103.57,72,38,40,75
1092,PRU,Financial Services,Insurance—Life,NYSE,103.56,72,69,49,31
1093,ROG,Technology,Electronic Components,NYSE,103.55,72,70,93,84
1094,ADP,Industrials,Staffing & Employment Services,NASDAQ,103.55,72,72,24,14
1095,GABC,Financial Services,Banks—Regional,NASDAQ,103.52,72,71,65,61
1096,GPN,Industrials,Specialty Business Services,NYSE,103.48,72,74,25,20
1097,BHV,Financial Services,Asset Management,NYSE,103.45,71,67,64,48
1098,LCNB,Financial Services,Banks—Regional,NASDAQ,103.45,71,72,68,53
1099,EQIX,Real Estate,REIT—Specialty,NASDAQ,103.41,71,66,78,80
1100,EOG,Energy,Oil & Gas E&P,NYSE,103.41,71,74,45,82
1101,HST,Real Estate,REIT—Hotel & Motel,NASDAQ,103.4,71,76,85,75
1102,PNRG,Energy,Oil & Gas E&P,NASDAQ,103.39,71,56,22,83
1103,CATY,Financial Services,Banks—Regional,NASDAQ,103.38,71,71,76,60
1104,THFF,Financial Services,Banks—Regional,NASDAQ,103.34,71,79,78,70
1105,FDX,Industrials,Integrated Freight & Logistics,NYSE,103.33,71,81,85,87
1106,SIBN,Healthcare,Medical Devices,NASDAQ,103.28,71,74,60,15
1107,PFE,Healthcare,Drug Manufacturers—General,NYSE,103.24,71,58,32,71
1108,DCBO,Technology,Software—Application,NASDAQ,103.23,71,77,15,11
1109,BELFB,Technology,Electronic Components,NASDAQ,103.21,71,82,95,93
1110,NBTB,Financial Services,Banks—Regional,NASDAQ,103.19,71,69,64,51
1111,MYFW,Financial Services,Banks—Regional,NASDAQ,103.19,71,71,78,57
1112,TAL,Consumer Defensive,Education & Training Services,NYSE,103.15,71,54,18,47
1113,MANU,Consumer Cyclical,Leisure,NYSE,103.1,71,83,83,63
1114,PROV,Financial Services,Banks—Regional,NASDAQ,103.09,71,62,50,57
1115,NUVB,Healthcare,Biotechnology,NYSE,103.08,71,89,90,84
1116,BUSE,Financial Services,Banks—Regional,NASDAQ,103.07,71,73,71,66
1117,CVGI,Consumer Cyclical,Auto Parts,NASDAQ,103.06,71,84,96,98
1118,QCOM,Technology,Semiconductors,NASDAQ,103.06,71,18,74,18
1119,FUND,Financial Services,Asset Management,NASDAQ,103.01,71,72,56,77
1120,ULCC,Industrials,Airlines,NASDAQ,103.01,71,76,95,20
1121,CLH,Industrials,Waste Management,NYSE,103.0,71,71,65,81
1122,GLP,Energy,Oil & Gas Midstream,NYSE,102.97,71,52,38,32
1123,PLUS,Technology,Software—Application,NASDAQ,102.91,71,45,42,49
1124,ICLR,Healthcare,Diagnostics & Research,NASDAQ,102.9,71,85,74,9
1125,RNW,Utilities,Utilities—Renewable,NASDAQ,102.85,71,45,52,14
1126,HCM,Healthcare,Biotechnology,NASDAQ,102.84,71,19,8,53
1127,ATEN,Technology,Software—Infrastructure,NYSE,102.84,71,70,93,82
1128,KYN,Financial Services,Asset Management,NYSE,102.79,71,64,51,75
1129,BSRR,Financial Services,Banks—Regional,NASDAQ,102.79,71,66,77,68
1130,GOOG,Communication Services,Internet Content & Information,NASDAQ,102.79,71,62,80,82
1131,RMR,Real Estate,Real Estate Services,NASDAQ,102.75,71,68,84,54
1132,HAFC,Financial Services,Banks—Regional,NASDAQ,102.74,71,63,74,58
1133,MCBS,Financial Services,Banks—Regional,NASDAQ,102.7,71,73,75,57
1134,KPLT,Technology,Software—Infrastructure,NASDAQ,102.69,71,14,17,24
1135,KEX,Industrials,Marine Shipping,NYSE,102.69,71,60,67,82
1136,GFI,Basic Materials,Gold,NYSE,102.67,70,70,24,89
1137,FLR,Industrials,Engineering & Construction,NYSE,102.67,70,59,63,68
1138,BAX,Healthcare,Medical Instruments & Supplies,NYSE,102.63,70,83,55,12
1139,AVPT,Technology,Software—Infrastructure,NASDAQ,102.54,70,62,19,8
1140,QUIK,Technology,Semiconductors,NASDAQ,102.49,70,80,97,92
1141,CCCC,Healthcare,Biotechnology,NASDAQ,102.48,70,89,95,89
1142,LEE,Communication Services,Publishing,NASDAQ,102.47,70,80,87,91
1143,GAIN,Financial Services,Asset Management,NASDAQ,102.47,70,65,55,60
1144,USPH,Healthcare,Medical Care Facilities,NYSE,102.47,70,54,20,37
1145,EPD,Energy,Oil & Gas Midstream,NYSE,102.45,70,59,51,77
1146,ADAG,Healthcare,Biotechnology,NASDAQ,102.44,70,87,92,97
1147,TPC,Industrials,Engineering & Construction,NYSE,102.43,70,79,70,93
1148,CNMD,Healthcare,Medical Devices,NYSE,102.42,70,74,20,15
1149,UHAL,Industrials,Rental & Leasing Services,NYSE,102.41,70,85,75,24
1150,BILL,Technology,Software—Application,NYSE,102.39,70,71,14,16
1151,ITUB,Financial Services,Banks—Regional,NYSE,102.38,70,37,63,84
1152,APPF,Technology,Softwareâ€”Application,NASDAQ,102.38,70,67,12,10
1153,APH,Technology,Electronic Components,NYSE,102.37,70,66,81,78
1154,EGBN,Financial Services,Banks—Regional,NASDAQ,102.35,70,77,79,76
1155,MVBF,Financial Services,Banks—Regional,NASDAQ,102.35,70,67,65,63
1156,CDE,Basic Materials,Gold,NYSE,102.34,70,78,45,93
1157,EHC,Healthcare,Medical Care Facilities,NYSE,102.33,70,54,24,26
1158,FXNC,Financial Services,Banks—Regional,NASDAQ,102.31,70,73,76,73
1159,IPI,Basic Materials,Agricultural Inputs,NYSE,102.26,70,67,29,87
1160,IMMR,Technology,Software—Application,NASDAQ,102.23,70,74,52,17
1161,BG,Consumer Defensive,Farm Products,NYSE,102.23,70,44,58,91
1162,NTB,Financial Services,Banks—Diversified,NYSE,102.22,70,66,73,74
1163,SWK,Industrials,Tools & Accessories,NYSE,102.21,70,82,78,41
1164,MKTX,Financial Services,Capital Markets,NASDAQ,102.21,70,45,5,25
1165,EML,Industrials,Tools & Accessories,NASDAQ,102.2,70,76,60,35
1166,SPCE,Industrials,Aerospace & Defense,NYSE,102.19,70,24,44,16
1167,RNR,Financial Services,Insurance—Reinsurance,NYSE,102.19,70,67,63,70
1168,AIR,Industrials,Aerospace & Defense,NYSE,102.16,70,87,90,89
1169,ASYS,Technology,Semiconductor Equipment & Materials,NASDAQ,102.15,70,83,96,92
1170,TTEK,Industrials,Engineering & Construction,NASDAQ,102.12,70,65,21,31
1171,FANG,Energy,Oil & Gas E&P,NASDAQ,102.1,70,75,53,84
1172,PATH,Technology,Software—Infrastructure,NYSE,102.1,70,90,17,21
1173,VRTX,Healthcare,Biotechnology,NASDAQ,102.08,70,77,56,46
