Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
1,OPTT,Industrials,Electrical Equipment & Parts,NYSE MKT,572.12,99,2,5,33
2,AXTI,Technology,Semiconductor Equipment & Materials,NASDAQ,434.87,99,99,99,99
3,IPDN,Industrials,Staffing & Employment Services,NASDAQ,398.11,99,0,1,5
4,MRNA,Healthcare,Biotechnology,NASDAQ,368.49,99,99,95,95
5,EDRY,Industrials,Marine Shipping,NASDAQ,352.87,99,99,90,93
6,TXG,Healthcare,Health Information Services,NASDAQ,347.84,99,99,97,94
7,TWST,Healthcare,Diagnostics & Research,NASDAQ,323.42,99,99,98,88
8,AGL,Healthcare,Medical Care Facilities,NYSE,313.18,99,99,99,1
9,IGR,Financial Services,Asset Management,NYSE,304.96,99,78,73,68
10,MXL,Technology,Semiconductors,NASDAQ,298.75,99,99,99,73
11,IOVA,Healthcare,Biotechnology,NASDAQ,293.88,99,99,91,88
12,SLS,Healthcare,Biotechnology,NASDAQ,287.77,99,99,99,97
13,MU,Technology,Semiconductors,NASDAQ,265.22,99,99,99,97
14,QMCO,Technology,Computer Hardware,NASDAQ,263.91,99,99,93,5
15,DELL,Technology,Computer Hardware,NYSE,263.35,99,99,98,86
16,MTC,Technology,Software—Application,NASDAQ,262.32,99,90,75,99
17,ABCL,Healthcare,Biotechnology,NASDAQ,251.84,99,99,95,57
18,OESX,Industrials,Electrical Equipment & Parts,NASDAQ,240.38,99,98,68,39
19,CDNA,Healthcare,Diagnostics & Research,NASDAQ,239.51,99,99,91,42
20,RCEL,Healthcare,Medical Devices,NASDAQ,236.08,99,98,25,20
21,PLSE,Healthcare,Medical Instruments & Supplies,NASDAQ,234.71,99,99,91,88
22,BDSX,Healthcare,Diagnostics & Research,NASDAQ,232.98,99,99,98,96
23,BBGI,Communication Services,Broadcasting,NASDAQ,223.87,99,99,99,11
24,AGEN,Healthcare,Biotechnology,NASDAQ,218.34,99,98,15,73
25,INTC,Technology,Semiconductors,NASDAQ,216.17,99,97,99,90
26,MNOV,Healthcare,Biotechnology,NASDAQ,215.61,99,57,33,54
27,AMD,Technology,Semiconductors,NASDAQ,215.21,99,95,98,83
28,ETON,Healthcare,Biotechnology,NASDAQ,214.34,99,99,94,91
29,BAND,Technology,Software—Infrastructure,NASDAQ,214.17,99,98,99,72
30,LIFE,Healthcare,Biotechnology,NASDAQ,213.04,99,98,86,10
31,AEHR,Technology,Semiconductor Equipment & Materials,NASDAQ,212.22,99,99,99,98
32,LITE,Technology,Communication Equipment,NASDAQ,210.21,99,99,99,99
33,ABSI,Healthcare,Biotechnology,NASDAQ,209.27,99,99,99,48
34,ATEX,Communication Services,Telecom Services,NASDAQ,207.67,99,99,98,91
35,CPIX,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,206.51,99,99,96,27
36,VNCE,Consumer Cyclical,Apparel Manufacturing,NASDAQ,206.3,99,98,99,39
37,OMER,Healthcare,Biotechnology,NASDAQ,205.18,99,98,82,94
38,CLMT,Energy,Oil & Gas E&P,NASDAQ,204.88,99,97,90,97
39,RNG,Technology,Software—Application,NYSE,204.02,99,97,63,83
40,UMC,Technology,Semiconductors,NYSE,203.91,99,96,98,74
41,SILC,Technology,Communication Equipment,NASDAQ,201.49,98,97,96,86
42,PAYS,Industrials,Specialty Business Services,NASDAQ,199.2,98,99,84,85
43,MRVL,Technology,Semiconductors,NASDAQ,197.92,98,98,98,81
44,RVMD,Healthcare,Biotechnology,NASDAQ,196.97,98,99,98,96
45,APPS,Technology,Softwareâ€”Application,NASDAQ,194.65,98,99,98,8
46,ASX,Technology,Semiconductors,NYSE,193.38,98,97,98,95
47,RXT,Technology,Software—Infrastructure,NASDAQ,192.4,98,95,99,20
48,CUE,Healthcare,Biotechnology,NASDAQ,190.71,98,90,97,3
49,STX,Technology,Computer Hardware,NASDAQ,189.73,98,99,99,98
50,DOCN,Technology,Software—Infrastructure,NYSE,189.22,98,96,98,98
51,CMPS,Healthcare,Medical Care Facilities,NASDAQ,188.44,98,97,98,80
52,PRLD,Healthcare,Biotechnology,NASDAQ,187.75,98,99,97,98
53,IBRX,Healthcare,Biotechnology,NASDAQ,187.32,98,97,97,99
54,CPOP,Communication Services,Advertising Agencies,NASDAQ,187.18,98,0,0,5
55,AMWL,Healthcare,Health Information Services,NYSE,185.64,98,97,91,26
56,ACHV,Healthcare,Biotechnology,NASDAQ,185.05,98,97,94,32
57,PBF,Energy,Oil & Gas Refining & Marketing,NYSE,183.12,98,98,79,96
58,RLYB,Healthcare,Biotechnology,NASDAQ,182.29,98,98,98,97
59,PRAX,Healthcare,Biotechnology,NASDAQ,181.89,98,99,99,99
60,SIF,Industrials,Aerospace & Defense,NYSE MKT,181.81,98,97,99,99
61,HPE,Technology,Communication Equipment,NYSE,181.28,98,98,95,70
62,FSLY,Technology,Software—Application,NASDAQ,180.16,98,96,86,99
63,RLAY,Healthcare,Biotechnology,NASDAQ,179.93,98,99,98,97
64,BFLY,Healthcare,Medical Devices,NYSE,178.77,98,99,98,92
65,TEAM,Technology,Software—Application,NASDAQ,178.38,98,95,11,2
66,ENTX,Healthcare,Biotechnology,NASDAQ,178.29,98,98,51,6
67,EVC,Communication Services,Broadcasting,NYSE,178.26,98,98,99,79
68,ECOR,Healthcare,Medical Devices,NASDAQ,178.16,98,89,86,72
69,GLBS,Industrials,Marine Shipping,NASDAQ,177.76,98,99,94,94
70,FET,Energy,Oil & Gas Equipment & Services,NYSE,176.62,98,97,87,98
71,OKTA,Technology,Software—Infrastructure,NASDAQ,176.26,98,91,87,23
72,SIMO,Technology,Semiconductors,NASDAQ,175.63,98,97,99,90
73,OPAD,Real Estate,Real Estate Services,NASDAQ,174.89,98,99,99,3
74,SMTC,Technology,Semiconductors,NASDAQ,174.76,98,87,96,87
75,NTRB,Healthcare,Biotechnology,NASDAQ,174.59,98,66,5,7
76,DK,Energy,Oil & Gas Refining & Marketing,NYSE,174.43,98,97,87,96
77,SDGR,Healthcare,Health Information Services,NASDAQ,174.36,98,82,55,7
78,QURE,Healthcare,Biotechnology,NASDAQ,173.99,98,98,97,26
79,BE,Industrials,Electrical Equipment & Parts,NYSE,173.91,98,96,99,99
80,VLO,Energy,Oil & Gas Refining & Marketing,NYSE,173.63,97,96,84,93
81,KRT,Consumer Cyclical,Packaging & Containers,NASDAQ,172.89,97,98,73,71
82,PXS,Industrials,Marine Shipping,NASDAQ,172.55,97,92,76,89
83,IRDM,Communication Services,Telecom Services,NASDAQ,172.06,97,95,95,84
84,FATE,Healthcare,Biotechnology,NASDAQ,170.89,97,94,95,75
85,CRWD,Technology,Software—Infrastructure,NASDAQ,170.66,97,92,90,26
86,CGEM,Healthcare,Biotechnology,NASDAQ,170.54,97,97,95,95
87,XNCR,Healthcare,Biotechnology,NASDAQ,170.51,97,99,81,56
88,FEIM,Technology,Communication Equipment,NASDAQ,170.5,97,86,93,91
89,TRT,Technology,Semiconductor Equipment & Materials,NASDAQ,170.48,97,97,98,91
90,IMOS,Technology,Semiconductors,NASDAQ,170.26,97,95,96,93
91,INBX,Healthcare,Biotechnology,NASDAQ,170.05,97,95,98,98
92,INSW,Industrials,Marine Shipping,NYSE,169.88,97,95,91,95
93,MPC,Energy,Oil & Gas Refining & Marketing,NYSE,169.6,97,96,74,90
94,STIM,Healthcare,Diagnostics & Research,NASDAQ,169.33,97,98,12,11
95,MRVI,Healthcare,Biotechnology,NASDAQ,169.21,97,99,96,50
96,SPRB,Healthcare,Biotechnology,NASDAQ,168.96,97,98,94,95
97,NAT,Industrials,Marine Shipping,NYSE,168.65,97,95,91,97
98,PSNL,Healthcare,Diagnostics & Research,NASDAQ,168.63,97,98,95,59
99,AAOI,Technology,Semiconductors,NASDAQ,168.24,97,99,98,99
100,NEO,Healthcare,Diagnostics & Research,NASDAQ,167.7,97,96,93,18
101,FIVN,Technology,Software—Infrastructure,NASDAQ,167.46,97,91,55,9
102,TWLO,Communication Services,Internet Content & Information,NYSE,167.14,97,94,90,59
103,NESR,Energy,Oil & Gas Equipment & Services,NASDAQ,167.04,97,98,96,97
104,SLN,Healthcare,Biotechnology,NASDAQ,166.88,97,98,94,64
105,TH,Energy,Oil & Gas Equipment & Services,NASDAQ,166.67,97,96,96,77
106,REPL,Healthcare,Biotechnology,NASDAQ,166.61,97,99,92,45
107,VRME,Industrials,Security & Protection Services,NASDAQ,166.52,97,26,11,71
108,NEWP,Basic Materials,Other Precious Metals & Mining,NYSE MKT,166.39,97,98,86,97
109,WDC,Technology,Computer Hardware,NASDAQ,166.35,97,99,99,99
110,ARCT,Healthcare,Biotechnology,NASDAQ,166.24,97,96,12,24
111,GTE,Energy,Oil & Gas E&P,NYSE MKT,165.97,97,95,50,96
112,PUBM,Technology,Software—Application,NASDAQ,165.65,97,97,84,26
113,HBB,Technology,Consumer Electronics,NYSE,165.35,97,97,74,70
114,FRO,Energy,Oil & Gas Midstream,NYSE,165.19,97,93,89,96
115,MTW,Industrials,Farm & Heavy Construction Machinery,NYSE,164.99,97,94,70,60
116,GH,Healthcare,Diagnostics & Research,NASDAQ,164.86,97,95,96,89
117,PYXS,Healthcare,Biotechnology,NASDAQ,164.63,97,94,95,78
118,CRSR,Technology,Computer Hardware,NASDAQ,164.53,97,92,77,15
119,URGN,Healthcare,Biotechnology,NASDAQ,163.28,96,97,95,63
120,OPHC,Financial Services,Banks—Regional,NYSE MKT,163.25,96,97,71,76
121,XGN,Healthcare,Diagnostics & Research,NASDAQ,163.18,96,88,41,4
122,AOUT,Consumer Cyclical,Leisure,NASDAQ,161.78,96,78,71,48
123,PGEN,Healthcare,Biotechnology,NASDAQ,161.73,96,95,95,93
124,ATRC,Healthcare,Medical Instruments & Supplies,NASDAQ,161.34,96,92,23,19
125,DHX,Industrials,Staffing & Employment Services,NYSE,161.07,96,93,88,90
126,LPG,Energy,Oil & Gas Midstream,NYSE,161.02,96,92,77,89
127,MAN,Industrials,Staffing & Employment Services,NYSE,161.0,96,98,59,19
128,CVI,Energy,Oil & Gas Refining & Marketing,NYSE,160.93,96,84,19,82
129,PARR,Energy,Oil & Gas Refining & Marketing,NYSE,160.54,96,95,79,98
130,COHU,Technology,Semiconductor Equipment & Materials,NASDAQ,160.08,96,95,97,91
131,HZO,Consumer Cyclical,Specialty Retail,NYSE,159.61,96,96,86,66
132,CORT,Healthcare,Biotechnology,NASDAQ,158.87,96,98,89,4
133,CADL,Healthcare,Biotechnology,NASDAQ,158.36,96,98,94,31
134,NDLS,Consumer Cyclical,Restaurants,NASDAQ,158.19,96,98,97,88
135,FTNT,Technology,Software—Infrastructure,NASDAQ,157.67,96,93,93,34
136,VICR,Technology,Electronic Components,NASDAQ,157.67,96,93,99,98
137,VSAT,Technology,Communication Equipment,NASDAQ,157.58,96,93,96,98
138,FTK,Energy,Oil & Gas Equipment & Services,NYSE,157.48,96,91,81,80
139,UGP,Energy,Oil & Gas Refining & Marketing,NYSE,157.07,96,89,65,91
140,BB,Technology,Software—Infrastructure,NYSE,156.87,96,92,98,19
141,TVTX,Healthcare,Biotechnology,NASDAQ,156.83,96,98,96,82
142,HUT,Financial Services,Capital Markets,NASDAQ,156.47,96,94,99,96
143,NNBR,Industrials,Conglomerates,NASDAQ,156.41,96,97,92,27
144,NRIX,Healthcare,Biotechnology,NASDAQ,156.12,96,96,93,74
145,CSTE,Industrials,Building Products & Equipment,NASDAQ,156.02,96,98,88,5
146,TRVG,Communication Services,Internet Content & Information,NASDAQ,155.73,96,95,92,20
147,ILMN,Healthcare,Diagnostics & Research,NASDAQ,155.58,96,96,90,74
148,PANW,Technology,Software—Infrastructure,NASDAQ,155.54,96,96,92,24
149,LFST,Healthcare,Medical Care Facilities,NASDAQ,155.47,96,96,92,53
150,NEOG,Healthcare,Diagnostics & Research,NASDAQ,155.08,96,92,86,88
151,ANAB,Healthcare,Biotechnology,NASDAQ,154.95,96,98,98,96
152,PSX,Energy,Oil & Gas Refining & Marketing,NYSE,154.95,96,93,62,88
153,TBI,Industrials,Staffing & Employment Services,NYSE,154.86,96,98,89,15
154,PKOH,Industrials,Industrial Distribution,NASDAQ,154.56,96,96,94,74
155,ACRS,Healthcare,Biotechnology,NASDAQ,154.24,96,98,95,96
156,TEN,Consumer Cyclical,Auto Parts,NYSE,154.11,96,88,83,96
157,SGHT,Healthcare,Medical Devices,NASDAQ,154.04,96,93,77,30
158,KOPN,Technology,Electronic Components,NASDAQ,153.83,95,94,95,84
159,ANIK,Healthcare,Medical Devices,NASDAQ,153.64,95,96,80,86
160,TISI,Industrials,Specialty Business Services,NYSE,153.47,95,88,41,47
161,HYLN,Consumer Cyclical,Auto Parts,NYSE MKT,153.37,95,77,97,57
162,AP,Industrials,Metal Fabrication,NYSE,153.22,95,95,96,97
163,GHRS,Healthcare,Biotechnology,NASDAQ,152.51,95,94,96,67
164,VEEE,Consumer Cyclical,Recreational Vehicles,NASDAQ,152.17,95,13,0,0
165,OSCR,Healthcare,Healthcare Plans,NYSE,151.84,95,97,96,14
166,SOPH,Healthcare,Health Information Services,NASDAQ,151.65,95,97,85,78
167,ADPT,Healthcare,Biotechnology,NASDAQ,151.56,95,95,89,70
168,ICHR,Technology,Semiconductor Equipment & Materials,NASDAQ,151.4,95,97,99,98
169,SMWB,Communication Services,Internet Content & Information,NYSE,151.25,95,98,76,1
170,RDIB,Communication Services,Entertainment,NASDAQ,150.89,95,13,15,36
171,LQDA,Healthcare,Biotechnology,NASDAQ,150.64,95,97,98,96
172,HOWL,Healthcare,Biotechnology,NASDAQ,150.42,95,85,1,38
173,UTZ,Consumer Defensive,Packaged Foods,NYSE,150.36,95,92,16,10
174,MYO,Healthcare,Medical Devices,NYSE MKT,150.15,95,92,51,5
175,NSIT,Technology,Information Technology Services,NASDAQ,149.87,95,90,83,8
176,NTRA,Healthcare,Diagnostics & Research,NASDAQ,149.79,95,93,84,68
177,NIQ,Financial Services,Asset Management,NYSE,149.65,95,95,5,10
178,HQI,Industrials,Staffing & Employment Services,NASDAQ,149.65,95,93,80,40
179,RCMT,Industrials,Engineering & Construction,NASDAQ,149.54,95,97,78,34
180,AMC,Communication Services,Entertainment,NYSE,149.29,95,92,86,2
181,HAE,Healthcare,Medical Instruments & Supplies,NYSE,149.08,95,94,75,22
182,ZETA,Technology,Software—Application,NYSE,148.99,95,92,58,31
183,KELYB,Industrials,Staffing & Employment Services,NASDAQ,148.95,95,94,88,74
184,CGAU,Basic Materials,Gold,NYSE,148.72,95,96,81,95
185,MGNX,Healthcare,Biotechnology,NASDAQ,148.69,95,97,97,96
186,KNSA,Healthcare,Biotechnology,NASDAQ,148.59,95,96,88,90
187,IPSC,Healthcare,Biotechnology,NASDAQ,148.51,95,98,97,99
188,JRSH,Consumer Cyclical,Apparel Manufacturing,NASDAQ,148.42,95,95,88,34
189,VREX,Healthcare,Medical Devices,NASDAQ,147.92,95,94,28,38
190,TSEM,Technology,Semiconductors,NASDAQ,147.88,95,96,98,99
191,TRMD,Energy,Oil & Gas Midstream,NASDAQ,147.72,95,79,75,92
192,TNGX,Healthcare,Biotechnology,NASDAQ,147.57,95,98,99,99
193,AVAH,Healthcare,Medical Care Facilities,NASDAQ,147.34,95,96,77,36
194,SHIP,Industrials,Marine Shipping,NASDAQ,147.28,95,93,89,94
195,FCEL,Industrials,Electrical Equipment & Parts,NASDAQ,147.21,95,98,99,52
196,EWTX,Healthcare,Biotechnology,NASDAQ,147.08,95,96,95,93
197,LCUT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,147.07,94,97,94,85
198,FRD,Basic Materials,Steel,NASDAQ,146.83,94,98,94,38
199,NXTC,Healthcare,Biotechnology,NASDAQ,145.48,94,11,0,88
200,IRWD,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,145.43,94,91,97,98
201,TMCI,Healthcare,Medical Devices,NASDAQ,144.86,94,90,96,1
202,NET,Technology,Software—Infrastructure,NYSE,144.66,94,88,60,75
203,CAKE,Consumer Cyclical,Restaurants,NASDAQ,144.51,94,97,86,55
204,SNOW,Technology,Software—Application,NYSE,144.25,94,95,78,16
205,FDMT,Healthcare,Biotechnology,NASDAQ,144.02,94,95,90,94
206,ROIV,Healthcare,Biotechnology,NASDAQ,143.93,94,95,94,96
207,FORM,Technology,Semiconductors,NASDAQ,143.63,94,95,97,98
208,MEI,Technology,Electronic Components,NYSE,143.46,94,93,98,17
209,PBT,Energy,Oil & Gas E&P,NYSE,143.39,94,93,82,91
210,HNST,Consumer Cyclical,Specialty Retail,NASDAQ,143.38,94,94,49,24
211,CIX,Industrials,Security & Protection Services,NYSE MKT,143.13,94,84,62,58
212,CYRX,Industrials,Integrated Freight & Logistics,NASDAQ,143.02,94,93,94,49
213,TGB,Basic Materials,Other Industrial Metals & Mining,NYSE MKT,142.99,94,95,82,94
214,SB,Industrials,Marine Shipping,NYSE,142.85,94,92,77,91
215,UFI,Consumer Cyclical,Textile Manufacturing,NYSE,142.7,94,97,67,24
216,SSL,Energy,Oil & Gas Integrated,NYSE,142.54,94,86,79,98
217,WTI,Energy,Oil & Gas E&P,NYSE,142.52,94,90,87,97
218,HALO,Healthcare,Biotechnology,NASDAQ,142.4,94,92,63,46
219,MATX,Industrials,Marine Shipping,NYSE,142.36,94,93,88,87
220,WYY,Technology,Information Technology Services,NYSE MKT,142.11,94,92,99,71
221,TRX,Basic Materials,Gold,NYSE MKT,141.49,94,94,72,99
222,BVS,Healthcare,Diagnostics & Research,NASDAQ,141.41,94,95,74,77
223,DHT,Energy,Oil & Gas Midstream,NYSE,141.34,94,88,80,93
224,OCC,Technology,Communication Equipment,NASDAQ,141.14,94,94,99,97
225,AMN,Healthcare,Medical Care Facilities,NYSE,141.11,94,93,93,38
226,PAYC,Technology,Software—Application,NYSE,140.67,94,92,16,9
227,FOSL,Consumer Cyclical,Luxury Goods,NASDAQ,140.65,94,94,89,97
228,FLXS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,140.65,94,94,92,71
229,NTAP,Technology,Computer Hardware,NASDAQ,140.17,94,93,84,42
230,RDI,Communication Services,Entertainment,NASDAQ,139.93,94,92,42,32
231,MLAB,Technology,Scientific & Technical Instruments,NASDAQ,139.66,94,87,74,55
232,PESI,Industrials,Waste Management,NASDAQ,139.46,94,90,56,53
233,MTRN,Basic Materials,Other Industrial Metals & Mining,NYSE,139.32,94,91,97,87
234,S,Technology,Software—Infrastructure,NYSE,139.22,94,79,45,17
235,OOMA,Communication Services,Telecom Services,NYSE,139.21,94,91,85,74
236,KELYA,Industrials,Staffing & Employment Services,NASDAQ,139.19,93,93,77,22
237,SND,Energy,Oil & Gas Equipment & Services,NASDAQ,138.96,93,87,91,96
238,TWN,Financial Services,Asset Management,NYSE,138.87,93,91,93,91
239,ACVA,Technology,Softwareâ€”Application,NYSE,138.84,93,64,43,2
240,UCTT,Technology,Semiconductor Equipment & Materials,NASDAQ,138.83,93,96,99,98
241,BYFC,Financial Services,Banks—Regional,NASDAQ,138.68,93,91,87,62
242,PBYI,Healthcare,Biotechnology,NASDAQ,138.67,93,89,91,89
243,CODI,Industrials,Conglomerates,NYSE,138.65,93,87,91,77
244,JILL,Consumer Cyclical,Apparel Retail,NYSE,138.33,93,87,44,14
245,TER,Technology,Semiconductor Equipment & Materials,NASDAQ,138.08,93,94,97,98
246,FROG,Technology,Software—Application,NASDAQ,138.01,93,94,93,45
247,IFRX,Healthcare,Biotechnology,NASDAQ,137.92,93,92,95,27
248,LIND,Consumer Cyclical,Travel Services,NASDAQ,137.89,93,97,96,87
249,PTGX,Healthcare,Biotechnology,NASDAQ,137.82,93,97,89,93
250,BLFS,Healthcare,Medical Instruments & Supplies,NASDAQ,137.8,93,91,79,20
251,CRL,Healthcare,Diagnostics & Research,NYSE,137.69,93,96,78,48
252,TNK,Energy,Oil & Gas Midstream,NYSE,137.67,93,89,67,92
253,INMB,Healthcare,Biotechnology,NASDAQ,137.66,93,91,17,4
254,CBZ,Industrials,Specialty Business Services,NYSE,137.63,93,89,14,3
255,PLPC,Industrials,Electrical Equipment & Parts,NASDAQ,137.57,93,93,93,90
256,CHEF,Consumer Defensive,Food Distribution,NASDAQ,137.57,93,94,89,43
257,DDOG,Technology,Software—Application,NASDAQ,137.24,93,89,94,33
258,PTEN,Energy,Oil & Gas Drilling,NASDAQ,137.14,93,92,81,95
259,MCS,Communication Services,Entertainment,NYSE,137.09,93,97,89,62
260,WTTR,Energy,Oil & Gas Equipment & Services,NYSE,137.05,93,92,92,90
261,QLYS,Technology,Software—Infrastructure,NASDAQ,136.86,93,93,51,9
262,ECPG,Financial Services,Mortgage Finance,NASDAQ,136.77,93,96,92,92
263,CNC,Healthcare,Healthcare Plans,NYSE,136.71,93,92,93,14
264,PDEX,Healthcare,Medical Instruments & Supplies,NASDAQ,136.55,93,89,85,77
265,VSTM,Healthcare,Biotechnology,NASDAQ,136.51,93,62,6,21
266,KOS,Energy,Oil & Gas E&P,NYSE,136.4,93,87,71,97
267,CRT,Energy,Oil & Gas E&P,NYSE,136.06,93,61,38,78
268,NMM,Industrials,Marine Shipping,NYSE,135.99,93,89,79,90
269,KYMR,Healthcare,Biotechnology,NASDAQ,135.96,93,96,91,94
270,NEXA,Basic Materials,Other Industrial Metals & Mining,NYSE,135.89,93,95,94,93
271,CVE,Energy,Oil & Gas Integrated,NYSE,135.65,93,90,77,94
272,AMRX,Healthcare,Drug Manufacturersâ€”Specialty & Generic,NASDAQ,135.59,93,90,90,78
273,CLDT,Real Estate,REIT—Hotel & Motel,NYSE,135.58,93,95,94,72
274,AVTR,Basic Materials,Specialty Chemicals,NYSE,135.56,93,90,43,7
275,VCTR,Financial Services,Asset Management,NASDAQ,135.48,92,92,76,57
276,AXGN,Healthcare,Medical Devices,NASDAQ,135.41,92,95,96,94
277,KFRC,Industrials,Staffing & Employment Services,NYSE,135.25,92,96,90,24
278,SBLK,Industrials,Marine Shipping,NASDAQ,135.17,92,87,73,83
279,OGN,Healthcare,Drug Manufacturers—General,NYSE,135.1,92,88,94,9
280,OII,Energy,Oil & Gas Equipment & Services,NYSE,134.96,92,93,86,91
281,NGL,Energy,Oil & Gas Refining & Marketing,NYSE,134.78,92,93,96,97
282,SENS,Healthcare,Diagnostics & Research,NASDAQ,134.36,92,85,12,27
283,CIB,Financial Services,Banks—Regional,NYSE,134.33,92,93,81,88
284,EQNR,Energy,Oil & Gas Integrated,NYSE,134.27,92,90,48,95
285,RDVT,Technology,Software—Application,NASDAQ,134.11,92,89,82,12
286,WHLRP,Real Estate,REIT—Retail,NASDAQ,134.01,92,97,95,92
287,DSX,Industrials,Marine Shipping,NYSE,133.99,92,78,46,91
288,KF,Financial Services,Asset Management,NYSE,133.93,92,88,96,92
289,APA,Energy,Oil & Gas E&P,NASDAQ,133.64,92,91,68,96
290,USIO,Technology,Information Technology Services,NASDAQ,133.63,92,97,92,19
291,IMNM,Healthcare,Biotechnology,NASDAQ,133.63,92,93,84,96
292,AVT,Technology,Electronics & Computer Distribution,NASDAQ,133.61,92,85,90,79
293,CLOV,Healthcare,Healthcare Plans,NASDAQ,133.56,92,91,96,9
294,SMTI,Healthcare,Medical Care Facilities,NASDAQ,133.56,92,90,46,8
295,MTA,Basic Materials,Other Precious Metals & Mining,NYSE MKT,133.5,92,95,74,85
296,PRCH,Technology,Software—Application,NASDAQ,133.49,92,94,88,13
297,TGTX,Healthcare,Biotechnology,NASDAQ,133.44,92,94,91,42
298,PD,Technology,Software—Application,NYSE,133.43,92,86,29,2
299,ALTO,Basic Materials,Specialty Chemicals,NASDAQ,133.38,92,96,97,99
300,TIGO,Communication Services,Telecom Services,NASDAQ,133.3,92,91,93,95
301,APPN,Technology,Softwareâ€”Infrastructure,NASDAQ,133.2,92,90,13,16
302,DAC,Industrials,Marine Shipping,NYSE,133.2,92,86,72,82
303,SITM,Technology,Semiconductors,NASDAQ,133.14,92,91,96,86
304,PMTS,Financial Services,Credit Services,NASDAQ,133.12,92,97,74,20
305,OPRT,Financial Services,Credit Services,NASDAQ,133.01,92,88,42,19
306,UPC,Healthcare,Biotechnology,NASDAQ,132.84,92,96,18,11
307,STTK,Healthcare,Biotechnology,NASDAQ,132.75,92,99,97,99
308,MASS,Healthcare,Medical Devices,NASDAQ,132.75,92,93,83,59
309,MGNI,Communication Services,Advertising Agencies,NASDAQ,132.7,92,94,66,12
310,BWEN,Industrials,Specialty Industrial Machinery,NASDAQ,132.68,92,91,95,46
311,INNV,Healthcare,Medical Care Facilities,NASDAQ,132.44,92,97,94,95
312,MT,Basic Materials,Steel,NYSE,132.41,92,89,86,89
313,U,Technology,Software—Application,NYSE,132.25,92,94,46,13
314,BJRI,Consumer Cyclical,Restaurants,NASDAQ,132.2,91,94,91,35
315,NBTX,Healthcare,Biotechnology,NASDAQ,132.11,91,97,98,99
316,DCTH,Healthcare,Medical Devices,NASDAQ,132.0,91,94,70,22
317,MG,Industrials,Security & Protection Services,NYSE,131.95,91,87,91,87
318,VIR,Healthcare,Biotechnology,NASDAQ,131.77,91,87,89,91
319,FORR,Industrials,Consulting Services,NASDAQ,131.72,91,95,46,9
320,VIAV,Technology,Communication Equipment,NASDAQ,131.69,91,94,98,98
321,ADIL,Healthcare,Biotechnology,NASDAQ,131.65,91,94,14,0
322,EC,Energy,Oil & Gas Integrated,NYSE,131.64,91,91,82,92
323,SFL,Industrials,Marine Shipping,NYSE,131.54,91,78,68,86
324,MSBI,Financial Services,Banks—Regional,NASDAQ,131.53,91,92,90,79
325,LILA,Communication Services,Telecom Services,NASDAQ,131.51,91,91,82,77
326,LILAK,Communication Services,Telecom Services,NASDAQ,131.39,91,90,80,79
327,SNX,Technology,Information Technology Services,NYSE,131.36,91,86,93,78
328,MNTK,Utilities,Utilities—Diversified,NASDAQ,131.26,91,53,25,7
329,VOR,Healthcare,Biotechnology,NASDAQ,131.11,91,94,25,49
330,MRAM,Technology,Semiconductors,NASDAQ,131.06,91,87,97,73
331,DAR,Consumer Defensive,Packaged Foods,NYSE,130.87,91,87,71,95
332,DAO,Communication Services,Internet Content & Information,NYSE,130.84,91,94,63,63
333,HFBL,Financial Services,Banks—Regional,NASDAQ,130.8,91,93,81,77
334,COHR,Technology,Scientific & Technical Instruments,NYSE,130.79,91,91,97,97
335,ERO,Basic Materials,Copper,NYSE,130.77,91,94,66,86
336,VSH,Technology,Semiconductors,NYSE,130.72,91,89,99,74
337,HPQ,Technology,Computer Hardware,NYSE,130.46,91,78,41,18
338,MDIA,Communication Services,Broadcasting,NASDAQ,130.38,91,69,60,18
339,ORMP,Healthcare,Biotechnology,NASDAQ,130.21,91,94,93,89
340,ZIM,Industrials,Marine Shipping,NYSE,130.15,91,87,80,93
341,TX,Basic Materials,Steel,NYSE,130.14,91,85,72,74
342,ANF,Consumer Cyclical,Apparel Retail,NYSE,129.93,91,86,31,36
343,CHPT,Consumer Cyclical,Specialty Retail,NYSE,129.71,91,10,14,4
344,WHD,Energy,Oil & Gas Equipment & Services,NYSE,129.6,91,84,57,60
345,IMVT,Healthcare,Biotechnology,NASDAQ,129.52,91,95,94,82
346,HUM,Healthcare,Healthcare Plans,NYSE,129.42,91,92,93,11
347,DDD,Technology,Computer Hardware,NYSE,129.4,91,80,89,40
348,TWIN,Industrials,Specialty Industrial Machinery,NASDAQ,129.36,91,91,94,82
349,CLBK,Financial Services,Banks—Regional,NASDAQ,129.28,91,90,75,70
350,MGTX,Healthcare,Biotechnology,NASDAQ,129.21,91,96,89,72
351,SSRM,Basic Materials,Gold,NASDAQ,129.12,91,92,83,95
352,GTEC,Industrials,Specialty Industrial Machinery,NASDAQ,128.92,91,77,3,13
353,CBAT,Industrials,Electrical Equipment & Parts,NASDAQ,128.82,91,22,6,34
